date,activity_type,count,reason_context,hospital_address
2024-07-28,Ortho_surgery,7,sports injury,Bangalore Health Center
2024-07-28,Pediatrics_appointment,27,camp,Chennai City Clinic
2024-07-28,Pediatrics_surgery,22,flu season,Mumbai Trauma Center
2024-07-28,Emergency_appointment,26,accident,Bangalore Health Center
2024-07-28,Emergency_surgery,13,pandemic wave,Bangalore Health Center
2024-07-28,Dermatology_appointment,17,rash outbreak,Bangalore Health Center
2024-07-28,Dermatology_surgery,26,skin camp,Mumbai Trauma Center
2024-07-28,ICU_appointment,9,respiratory issues,Chennai City Clinic
2024-07-28,ICU_surgery,26,respiratory issues,Kolkata Medical Hub
2024-08-04,Ortho_appointment,19,knee surgery season,Delhi General Hospital
2024-08-04,Ortho_surgery,21,sports injury,Kolkata Medical Hub
2024-08-04,Pediatrics_appointment,14,camp,Chennai City Clinic
2024-08-04,Pediatrics_surgery,15,camp,Chennai City Clinic
2024-08-04,Emergency_appointment,14,fire outbreak,Mumbai Trauma Center
2024-08-04,Emergency_surgery,28,pandemic wave,Delhi General Hospital
2024-08-04,Dermatology_appointment,17,rash outbreak,Bangalore Health Center
2024-08-04,Dermatology_surgery,13,skin camp,Bangalore Health Center
2024-08-04,ICU_appointment,13,respiratory issues,Bangalore Health Center
2024-08-04,ICU_surgery,29,heat wave,Mumbai Trauma Center
2024-08-11,Ortho_appointment,19,camp,Delhi General Hospital
2024-08-11,Ortho_surgery,11,routine checkup,Bangalore Health Center
2024-08-11,Pediatrics_appointment,19,camp,Mumbai Trauma Center
2024-08-11,Pediatrics_surgery,22,school health check,Delhi General Hospital
2024-08-11,Emergency_appointment,10,accident,Delhi General Hospital
2024-08-11,Emergency_surgery,27,pandemic wave,Mumbai Trauma Center
2024-08-11,Dermatology_appointment,20,allergy season,Bangalore Health Center
2024-08-11,Dermatology_surgery,18,rash outbreak,Chennai City Clinic
2024-08-11,ICU_appointment,26,flu season,Delhi General Hospital
2024-08-11,ICU_surgery,28,heat wave,Chennai City Clinic
2024-08-18,Ortho_appointment,26,camp,Mumbai Trauma Center
2024-08-18,Ortho_surgery,27,routine checkup,Chennai City Clinic
2024-08-18,Pediatrics_appointment,29,camp,Delhi General Hospital
2024-08-18,Pediatrics_surgery,13,camp,Mumbai Trauma Center
2024-08-18,Emergency_appointment,23,accident,Mumbai Trauma Center
2024-08-18,Emergency_surgery,25,fire outbreak,Chennai City Clinic
2024-08-18,Dermatology_appointment,14,routine,Mumbai Trauma Center
2024-08-18,Dermatology_surgery,20,rash outbreak,Mumbai Trauma Center
2024-08-18,ICU_appointment,12,flu season,Kolkata Medical Hub
2024-08-18,ICU_surgery,18,respiratory issues,Delhi General Hospital
2024-08-25,Ortho_appointment,13,sports injury,Chennai City Clinic
2024-08-25,Ortho_surgery,17,routine checkup,Delhi General Hospital
2024-08-25,Pediatrics_appointment,10,camp,Bangalore Health Center
2024-08-25,Pediatrics_surgery,14,camp,Kolkata Medical Hub
2024-08-25,Emergency_appointment,10,fire outbreak,Mumbai Trauma Center
2024-08-25,Emergency_surgery,19,unknown,Mumbai Trauma Center
2024-08-25,Dermatology_appointment,12,routine,Bangalore Health Center
2024-08-25,Dermatology_surgery,13,rash outbreak,Kolkata Medical Hub
2024-08-25,ICU_appointment,13,heat wave,Chennai City Clinic
2024-08-25,ICU_surgery,18,heat wave,Kolkata Medical Hub
2024-09-01,Ortho_appointment,13,routine checkup,Delhi General Hospital
2024-09-01,Ortho_surgery,28,routine checkup,Mumbai Trauma Center
2024-09-01,Pediatrics_appointment,10,flu season,Mumbai Trauma Center
2024-09-01,Pediatrics_surgery,32,camp,Chennai City Clinic
2024-09-01,Emergency_appointment,23,accident,Kolkata Medical Hub
2024-09-01,Emergency_surgery,21,accident,Bangalore Health Center
2024-09-01,Dermatology_appointment,16,routine,Mumbai Trauma Center
2024-09-01,Dermatology_surgery,16,allergy season,Mumbai Trauma Center
2024-09-01,ICU_appointment,14,flu season,Chennai City Clinic
2024-09-01,ICU_surgery,22,heat wave,Mumbai Trauma Center
2024-09-08,Ortho_appointment,14,camp,Mumbai Trauma Center
2024-09-08,Ortho_surgery,30,knee surgery season,Chennai City Clinic
2024-09-08,Pediatrics_appointment,13,camp,Bangalore Health Center
2024-09-08,Pediatrics_surgery,16,routine,Bangalore Health Center
2024-09-08,Emergency_appointment,20,pandemic wave,Delhi General Hospital
2024-09-08,Emergency_surgery,22,accident,Bangalore Health Center
2024-09-08,Dermatology_appointment,21,allergy season,Mumbai Trauma Center
2024-09-08,Dermatology_surgery,28,allergy season,Bangalore Health Center
2024-09-08,ICU_appointment,26,flu season,Mumbai Trauma Center
2024-09-08,ICU_surgery,28,heat wave,Kolkata Medical Hub
2024-09-15,Ortho_appointment,4,routine checkup,Chennai City Clinic
2024-09-15,Ortho_surgery,24,knee surgery season,Bangalore Health Center
2024-09-15,Pediatrics_appointment,11,routine,Mumbai Trauma Center
2024-09-15,Pediatrics_surgery,16,flu season,Delhi General Hospital
2024-09-15,Emergency_appointment,24,unknown,Chennai City Clinic
2024-09-15,Emergency_surgery,25,unknown,Chennai City Clinic
2024-09-15,Dermatology_appointment,23,allergy season,Chennai City Clinic
2024-09-15,Dermatology_surgery,20,routine,Mumbai Trauma Center
2024-09-15,ICU_appointment,23,respiratory issues,Bangalore Health Center
2024-09-15,ICU_surgery,10,respiratory issues,Kolkata Medical Hub
2024-09-22,Ortho_appointment,14,camp,Mumbai Trauma Center
2024-09-22,Ortho_surgery,30,routine checkup,Chennai City Clinic
2024-09-22,Pediatrics_appointment,11,school health check,Chennai City Clinic
2024-09-22,Pediatrics_surgery,25,school health check,Kolkata Medical Hub
2024-09-22,Emergency_appointment,14,unknown,Chennai City Clinic
2024-09-22,Emergency_surgery,17,fire outbreak,Bangalore Health Center
2024-09-22,Dermatology_appointment,23,routine,Bangalore Health Center
2024-09-22,Dermatology_surgery,13,allergy season,Delhi General Hospital
2024-09-22,ICU_appointment,23,winter spike,Delhi General Hospital
2024-09-22,ICU_surgery,11,heat wave,Chennai City Clinic
2024-09-29,Ortho_appointment,9,camp,Bangalore Health Center
2024-09-29,Ortho_surgery,14,camp,Chennai City Clinic
2024-09-29,Pediatrics_appointment,13,school health check,Delhi General Hospital
2024-09-29,Pediatrics_surgery,16,school health check,Delhi General Hospital
2024-09-29,Emergency_appointment,26,unknown,Mumbai Trauma Center
2024-09-29,Emergency_surgery,29,pandemic wave,Bangalore Health Center
2024-09-29,Dermatology_appointment,7,allergy season,Mumbai Trauma Center
2024-09-29,Dermatology_surgery,16,skin camp,Mumbai Trauma Center
2024-09-29,ICU_appointment,25,heat wave,Kolkata Medical Hub
2024-09-29,ICU_surgery,14,flu season,Chennai City Clinic
2024-10-06,Ortho_appointment,9,camp,Bangalore Health Center
2024-10-06,Ortho_surgery,9,camp,Bangalore Health Center
2024-10-06,Pediatrics_appointment,12,routine,Mumbai Trauma Center
2024-10-06,Pediatrics_surgery,13,flu season,Chennai City Clinic
2024-10-06,Emergency_appointment,26,fire outbreak,Delhi General Hospital
2024-10-06,Emergency_surgery,25,accident,Bangalore Health Center
2024-10-06,Dermatology_appointment,19,routine,Kolkata Medical Hub
2024-10-06,Dermatology_surgery,20,skin camp,Mumbai Trauma Center
2024-10-06,ICU_appointment,9,winter spike,Chennai City Clinic
2024-10-06,ICU_surgery,18,flu season,Chennai City Clinic
2024-10-13,Ortho_appointment,8,sports injury,Bangalore Health Center
2024-10-13,Ortho_surgery,27,camp,Kolkata Medical Hub
2024-10-13,Pediatrics_appointment,24,routine,Mumbai Trauma Center
2024-10-13,Pediatrics_surgery,14,school health check,Mumbai Trauma Center
2024-10-13,Emergency_appointment,8,pandemic wave,Bangalore Health Center
2024-10-13,Emergency_surgery,28,pandemic wave,Delhi General Hospital
2024-10-13,Dermatology_appointment,17,rash outbreak,Delhi General Hospital
2024-10-13,Dermatology_surgery,18,routine,Kolkata Medical Hub
2024-10-13,ICU_appointment,19,flu season,Kolkata Medical Hub
2024-10-13,ICU_surgery,12,flu season,Mumbai Trauma Center
2024-10-20,Ortho_appointment,17,sports injury,Mumbai Trauma Center
2024-10-20,Ortho_surgery,32,routine checkup,Delhi General Hospital
2024-10-20,Pediatrics_appointment,11,flu season,Bangalore Health Center
2024-10-20,Pediatrics_surgery,15,routine,Chennai City Clinic
2024-10-20,Emergency_appointment,12,pandemic wave,Delhi General Hospital
2024-10-20,Emergency_surgery,7,fire outbreak,Mumbai Trauma Center
2024-10-20,Dermatology_appointment,13,routine,Delhi General Hospital
2024-10-20,Dermatology_surgery,29,routine,Mumbai Trauma Center
2024-10-20,ICU_appointment,13,flu season,Chennai City Clinic
2024-10-20,ICU_surgery,22,flu season,Bangalore Health Center
2024-10-27,Ortho_appointment,22,camp,Kolkata Medical Hub
2024-10-27,Ortho_surgery,8,camp,Delhi General Hospital
2024-10-27,Pediatrics_appointment,21,routine,Kolkata Medical Hub
2024-10-27,Pediatrics_surgery,29,routine,Chennai City Clinic
2024-10-27,Emergency_appointment,9,accident,Kolkata Medical Hub
2024-10-27,Emergency_surgery,13,pandemic wave,Mumbai Trauma Center
2024-10-27,Dermatology_appointment,11,routine,Delhi General Hospital
2024-10-27,Dermatology_surgery,21,routine,Mumbai Trauma Center
2024-10-27,ICU_appointment,9,heat wave,Mumbai Trauma Center
2024-10-27,ICU_surgery,13,flu season,Mumbai Trauma Center
2024-11-03,Ortho_appointment,12,knee surgery season,Chennai City Clinic
2024-11-03,Ortho_surgery,29,sports injury,Kolkata Medical Hub
2024-11-03,Pediatrics_appointment,14,routine,Chennai City Clinic
2024-11-03,Pediatrics_surgery,23,camp,Mumbai Trauma Center
2024-11-03,Emergency_appointment,10,accident,Mumbai Trauma Center
2024-11-03,Emergency_surgery,13,fire outbreak,Chennai City Clinic
2024-11-03,Dermatology_appointment,9,rash outbreak,Bangalore Health Center
2024-11-03,Dermatology_surgery,24,routine,Delhi General Hospital
2024-11-03,ICU_appointment,8,heat wave,Chennai City Clinic
2024-11-03,ICU_surgery,19,heat wave,Chennai City Clinic
2024-11-10,Ortho_appointment,23,routine checkup,Chennai City Clinic
2024-11-10,Ortho_surgery,11,sports injury,Chennai City Clinic
2024-11-10,Pediatrics_appointment,14,flu season,Mumbai Trauma Center
2024-11-10,Pediatrics_surgery,22,school health check,Mumbai Trauma Center
2024-11-10,Emergency_appointment,16,unknown,Delhi General Hospital
2024-11-10,Emergency_surgery,21,fire outbreak,Mumbai Trauma Center
2024-11-10,Dermatology_appointment,24,rash outbreak,Kolkata Medical Hub
2024-11-10,Dermatology_surgery,12,allergy season,Delhi General Hospital
2024-11-10,ICU_appointment,15,winter spike,Chennai City Clinic
2024-11-10,ICU_surgery,12,flu season,Mumbai Trauma Center
2024-11-17,Ortho_appointment,14,knee surgery season,Chennai City Clinic
2024-11-17,Ortho_surgery,30,sports injury,Delhi General Hospital
2024-11-17,Pediatrics_appointment,12,flu season,Delhi General Hospital
2024-11-17,Pediatrics_surgery,20,camp,Chennai City Clinic
2024-11-17,Emergency_appointment,7,unknown,Chennai City Clinic
2024-11-17,Emergency_surgery,14,fire outbreak,Delhi General Hospital
2024-11-17,Dermatology_appointment,26,skin camp,Kolkata Medical Hub
2024-11-17,Dermatology_surgery,32,routine,Delhi General Hospital
2024-11-17,ICU_appointment,16,flu season,Kolkata Medical Hub
2024-11-17,ICU_surgery,8,heat wave,Chennai City Clinic
2024-11-24,Ortho_appointment,24,knee surgery season,Chennai City Clinic
2024-11-24,Ortho_surgery,17,camp,Delhi General Hospital
2024-11-24,Pediatrics_appointment,15,routine,Mumbai Trauma Center
2024-11-24,Pediatrics_surgery,22,flu season,Chennai City Clinic
2024-11-24,Emergency_appointment,10,fire outbreak,Mumbai Trauma Center
2024-11-24,Emergency_surgery,11,fire outbreak,Mumbai Trauma Center
2024-11-24,Dermatology_appointment,15,allergy season,Mumbai Trauma Center
2024-11-24,Dermatology_surgery,25,allergy season,Delhi General Hospital
2024-11-24,ICU_appointment,21,heat wave,Mumbai Trauma Center
2024-11-24,ICU_surgery,17,flu season,Kolkata Medical Hub
2024-12-01,Ortho_appointment,18,routine checkup,Kolkata Medical Hub
2024-12-01,Ortho_surgery,26,routine checkup,Mumbai Trauma Center
2024-12-01,Pediatrics_appointment,10,camp,Chennai City Clinic
2024-12-01,Pediatrics_surgery,12,camp,Mumbai Trauma Center
2024-12-01,Emergency_appointment,30,fire outbreak,Kolkata Medical Hub
2024-12-01,Emergency_surgery,12,pandemic wave,Delhi General Hospital
2024-12-01,Dermatology_appointment,18,skin camp,Delhi General Hospital
2024-12-01,Dermatology_surgery,11,routine,Delhi General Hospital
2024-12-01,ICU_appointment,26,flu season,Bangalore Health Center
2024-12-01,ICU_surgery,14,heat wave,Chennai City Clinic
2024-12-08,Ortho_appointment,12,camp,Delhi General Hospital
2024-12-08,Ortho_surgery,20,camp,Chennai City Clinic
2024-12-08,Pediatrics_appointment,20,school health check,Delhi General Hospital
2024-12-08,Pediatrics_surgery,29,flu season,Mumbai Trauma Center
2024-12-08,Emergency_appointment,16,fire outbreak,Bangalore Health Center
2024-12-08,Emergency_surgery,28,pandemic wave,Chennai City Clinic
2024-12-08,Dermatology_appointment,10,skin camp,Delhi General Hospital
2024-12-08,Dermatology_surgery,29,skin camp,Chennai City Clinic
2024-12-08,ICU_appointment,20,winter spike,Kolkata Medical Hub
2024-12-08,ICU_surgery,21,flu season,Mumbai Trauma Center
2024-12-15,Ortho_appointment,24,camp,Chennai City Clinic
2024-12-15,Ortho_surgery,25,knee surgery season,Mumbai Trauma Center
2024-12-15,Pediatrics_appointment,12,flu season,Mumbai Trauma Center
2024-12-15,Pediatrics_surgery,19,camp,Mumbai Trauma Center
2024-12-15,Emergency_appointment,27,pandemic wave,Bangalore Health Center
2024-12-15,Emergency_surgery,25,fire outbreak,Bangalore Health Center
2024-12-15,Dermatology_appointment,16,rash outbreak,Delhi General Hospital
2024-12-15,Dermatology_surgery,10,rash outbreak,Delhi General Hospital
2024-12-15,ICU_appointment,25,flu season,Bangalore Health Center
2024-12-15,ICU_surgery,15,winter spike,Chennai City Clinic
2024-12-22,Ortho_appointment,15,camp,Mumbai Trauma Center
2024-12-22,Ortho_surgery,10,routine checkup,Mumbai Trauma Center
2024-12-22,Pediatrics_appointment,13,camp,Mumbai Trauma Center
2024-12-22,Pediatrics_surgery,9,routine,Bangalore Health Center
2024-12-22,Emergency_appointment,23,unknown,Mumbai Trauma Center
2024-12-22,Emergency_surgery,25,unknown,Bangalore Health Center
2024-12-22,Dermatology_appointment,11,allergy season,Mumbai Trauma Center
2024-12-22,Dermatology_surgery,11,allergy season,Delhi General Hospital
2024-12-22,ICU_appointment,31,respiratory issues,Chennai City Clinic
2024-12-22,ICU_surgery,16,flu season,Delhi General Hospital
2024-12-29,Ortho_appointment,29,camp,Delhi General Hospital
2024-12-29,Ortho_surgery,31,sports injury,Bangalore Health Center
2024-12-29,Pediatrics_appointment,16,flu season,Kolkata Medical Hub
2024-12-29,Pediatrics_surgery,28,camp,Delhi General Hospital
2024-12-29,Emergency_appointment,14,accident,Kolkata Medical Hub
2024-12-29,Emergency_surgery,14,accident,Kolkata Medical Hub
2024-12-29,Dermatology_appointment,31,allergy season,Bangalore Health Center
2024-12-29,Dermatology_surgery,14,routine,Bangalore Health Center
2024-12-29,ICU_appointment,22,heat wave,Mumbai Trauma Center
2024-12-29,ICU_surgery,27,heat wave,Mumbai Trauma Center
2025-01-05,Ortho_appointment,16,routine checkup,Kolkata Medical Hub
2025-01-05,Ortho_surgery,23,sports injury,Delhi General Hospital
2025-01-05,Pediatrics_appointment,23,flu season,Delhi General Hospital
2025-01-05,Pediatrics_surgery,23,school health check,Delhi General Hospital
2025-01-05,Emergency_appointment,29,fire outbreak,Chennai City Clinic
2025-01-05,Emergency_surgery,26,pandemic wave,Delhi General Hospital
2025-01-05,Dermatology_appointment,13,rash outbreak,Mumbai Trauma Center
2025-01-05,Dermatology_surgery,26,routine,Delhi General Hospital
2025-01-05,ICU_appointment,26,heat wave,Bangalore Health Center
2025-01-05,ICU_surgery,12,winter spike,Delhi General Hospital
2025-01-12,Ortho_appointment,16,camp,Kolkata Medical Hub
2025-01-12,Ortho_surgery,23,camp,Bangalore Health Center
2025-01-12,Pediatrics_appointment,25,school health check,Bangalore Health Center
2025-01-12,Pediatrics_surgery,24,camp,Delhi General Hospital
2025-01-12,Emergency_appointment,30,fire outbreak,Bangalore Health Center
2025-01-12,Emergency_surgery,21,unknown,Delhi General Hospital
2025-01-12,Dermatology_appointment,27,routine,Kolkata Medical Hub
2025-01-12,Dermatology_surgery,14,rash outbreak,Delhi General Hospital
2025-01-12,ICU_appointment,16,flu season,Mumbai Trauma Center
2025-01-12,ICU_surgery,11,respiratory issues,Delhi General Hospital
2025-01-19,Ortho_appointment,27,sports injury,Kolkata Medical Hub
2025-01-19,Ortho_surgery,20,camp,Chennai City Clinic
2025-01-19,Pediatrics_appointment,21,camp,Delhi General Hospital
2025-01-19,Pediatrics_surgery,16,camp,Mumbai Trauma Center
2025-01-19,Emergency_appointment,29,unknown,Delhi General Hospital
2025-01-19,Emergency_surgery,10,unknown,Mumbai Trauma Center
2025-01-19,Dermatology_appointment,28,skin camp,Mumbai Trauma Center
2025-01-19,Dermatology_surgery,15,rash outbreak,Kolkata Medical Hub
2025-01-19,ICU_appointment,13,flu season,Delhi General Hospital
2025-01-19,ICU_surgery,14,respiratory issues,Chennai City Clinic
2025-01-26,Ortho_appointment,27,camp,Kolkata Medical Hub
2025-01-26,Ortho_surgery,28,knee surgery season,Chennai City Clinic
2025-01-26,Pediatrics_appointment,30,camp,Chennai City Clinic
2025-01-26,Pediatrics_surgery,26,routine,Kolkata Medical Hub
2025-01-26,Emergency_appointment,26,accident,Chennai City Clinic
2025-01-26,Emergency_surgery,19,unknown,Chennai City Clinic
2025-01-26,Dermatology_appointment,33,allergy season,Delhi General Hospital
2025-01-26,Dermatology_surgery,15,rash outbreak,Delhi General Hospital
2025-01-26,ICU_appointment,15,flu season,Chennai City Clinic
2025-01-26,ICU_surgery,18,flu season,Mumbai Trauma Center
2025-02-02,Ortho_appointment,21,sports injury,Chennai City Clinic
2025-02-02,Ortho_surgery,27,routine checkup,Kolkata Medical Hub
2025-02-02,Pediatrics_appointment,12,camp,Chennai City Clinic
2025-02-02,Pediatrics_surgery,9,camp,Delhi General Hospital
2025-02-02,Emergency_appointment,17,pandemic wave,Chennai City Clinic
2025-02-02,Emergency_surgery,20,pandemic wave,Delhi General Hospital
2025-02-02,Dermatology_appointment,15,allergy season,Kolkata Medical Hub
2025-02-02,Dermatology_surgery,17,allergy season,Bangalore Health Center
2025-02-02,ICU_appointment,16,heat wave,Mumbai Trauma Center
2025-02-02,ICU_surgery,15,flu season,Mumbai Trauma Center
2025-02-09,Ortho_appointment,29,sports injury,Mumbai Trauma Center
2025-02-09,Ortho_surgery,11,knee surgery season,Delhi General Hospital
2025-02-09,Pediatrics_appointment,36,camp,Delhi General Hospital
2025-02-09,Pediatrics_surgery,24,camp,Kolkata Medical Hub
2025-02-09,Emergency_appointment,12,unknown,Delhi General Hospital
2025-02-09,Emergency_surgery,23,unknown,Chennai City Clinic
2025-02-09,Dermatology_appointment,19,allergy season,Kolkata Medical Hub
2025-02-09,Dermatology_surgery,31,rash outbreak,Chennai City Clinic
2025-02-09,ICU_appointment,26,flu season,Delhi General Hospital
2025-02-09,ICU_surgery,16,heat wave,Mumbai Trauma Center
2025-02-16,Ortho_appointment,31,sports injury,Bangalore Health Center
2025-02-16,Ortho_surgery,24,camp,Mumbai Trauma Center
2025-02-16,Pediatrics_appointment,27,flu season,Chennai City Clinic
2025-02-16,Pediatrics_surgery,12,camp,Mumbai Trauma Center
2025-02-16,Emergency_appointment,23,unknown,Mumbai Trauma Center
2025-02-16,Emergency_surgery,18,accident,Chennai City Clinic
2025-02-16,Dermatology_appointment,19,allergy season,Kolkata Medical Hub
2025-02-16,Dermatology_surgery,24,rash outbreak,Delhi General Hospital
2025-02-16,ICU_appointment,28,flu season,Bangalore Health Center
2025-02-16,ICU_surgery,25,respiratory issues,Kolkata Medical Hub
2025-02-23,Ortho_appointment,17,sports injury,Mumbai Trauma Center
2025-02-23,Ortho_surgery,17,sports injury,Bangalore Health Center
2025-02-23,Pediatrics_appointment,30,flu season,Bangalore Health Center
2025-02-23,Pediatrics_surgery,22,school health check,Kolkata Medical Hub
2025-02-23,Emergency_appointment,24,unknown,Bangalore Health Center
2025-02-23,Emergency_surgery,19,accident,Chennai City Clinic
2025-02-23,Dermatology_appointment,37,rash outbreak,Chennai City Clinic
2025-02-23,Dermatology_surgery,25,rash outbreak,Mumbai Trauma Center
2025-02-23,ICU_appointment,26,respiratory issues,Bangalore Health Center
2025-02-23,ICU_surgery,23,flu season,Delhi General Hospital
2025-03-02,Ortho_appointment,18,knee surgery season,Kolkata Medical Hub
2025-03-02,Ortho_surgery,11,routine checkup,Delhi General Hospital
2025-03-02,Pediatrics_appointment,25,camp,Mumbai Trauma Center
2025-03-02,Pediatrics_surgery,12,routine,Chennai City Clinic
2025-03-02,Emergency_appointment,19,unknown,Mumbai Trauma Center
2025-03-02,Emergency_surgery,21,unknown,Chennai City Clinic
2025-03-02,Dermatology_appointment,23,allergy season,Kolkata Medical Hub
2025-03-02,Dermatology_surgery,26,rash outbreak,Kolkata Medical Hub
2025-03-02,ICU_appointment,18,respiratory issues,Bangalore Health Center
2025-03-02,ICU_surgery,29,heat wave,Kolkata Medical Hub
2025-03-09,Ortho_appointment,32,camp,Kolkata Medical Hub
2025-03-09,Ortho_surgery,14,camp,Mumbai Trauma Center
2025-03-09,Pediatrics_appointment,21,school health check,Mumbai Trauma Center
2025-03-09,Pediatrics_surgery,25,routine,Delhi General Hospital
2025-03-09,Emergency_appointment,21,fire outbreak,Kolkata Medical Hub
2025-03-09,Emergency_surgery,10,accident,Delhi General Hospital
2025-03-09,Dermatology_appointment,29,allergy season,Kolkata Medical Hub
2025-03-09,Dermatology_surgery,9,skin camp,Bangalore Health Center
2025-03-09,ICU_appointment,28,flu season,Delhi General Hospital
2025-03-09,ICU_surgery,25,respiratory issues,Mumbai Trauma Center
2025-03-16,Ortho_appointment,31,routine checkup,Kolkata Medical Hub
2025-03-16,Ortho_surgery,24,knee surgery season,Mumbai Trauma Center
2025-03-16,Pediatrics_appointment,27,school health check,Chennai City Clinic
2025-03-16,Pediatrics_surgery,15,routine,Mumbai Trauma Center
2025-03-16,Emergency_appointment,32,pandemic wave,Chennai City Clinic
2025-03-16,Emergency_surgery,19,pandemic wave,Mumbai Trauma Center
2025-03-16,Dermatology_appointment,26,skin camp,Kolkata Medical Hub
2025-03-16,Dermatology_surgery,28,routine,Bangalore Health Center
2025-03-16,ICU_appointment,23,flu season,Mumbai Trauma Center
2025-03-16,ICU_surgery,16,respiratory issues,Kolkata Medical Hub
2025-03-23,Ortho_appointment,28,routine checkup,Kolkata Medical Hub
2025-03-23,Ortho_surgery,18,routine checkup,Mumbai Trauma Center
2025-03-23,Pediatrics_appointment,27,school health check,Delhi General Hospital
2025-03-23,Pediatrics_surgery,16,school health check,Bangalore Health Center
2025-03-23,Emergency_appointment,19,unknown,Bangalore Health Center
2025-03-23,Emergency_surgery,31,pandemic wave,Delhi General Hospital
2025-03-23,Dermatology_appointment,20,allergy season,Bangalore Health Center
2025-03-23,Dermatology_surgery,30,rash outbreak,Chennai City Clinic
2025-03-23,ICU_appointment,12,winter spike,Kolkata Medical Hub
2025-03-23,ICU_surgery,24,respiratory issues,Mumbai Trauma Center
2025-03-30,Ortho_appointment,16,sports injury,Kolkata Medical Hub
2025-03-30,Ortho_surgery,21,routine checkup,Chennai City Clinic
2025-03-30,Pediatrics_appointment,15,flu season,Chennai City Clinic
2025-03-30,Pediatrics_surgery,16,school health check,Mumbai Trauma Center
2025-03-30,Emergency_appointment,27,fire outbreak,Bangalore Health Center
2025-03-30,Emergency_surgery,13,pandemic wave,Delhi General Hospital
2025-03-30,Dermatology_appointment,23,skin camp,Bangalore Health Center
2025-03-30,Dermatology_surgery,13,skin camp,Chennai City Clinic
2025-03-30,ICU_appointment,29,winter spike,Bangalore Health Center
2025-03-30,ICU_surgery,27,respiratory issues,Bangalore Health Center
2025-04-06,Ortho_appointment,21,sports injury,Delhi General Hospital
2025-04-06,Ortho_surgery,26,camp,Chennai City Clinic
2025-04-06,Pediatrics_appointment,28,school health check,Kolkata Medical Hub
2025-04-06,Pediatrics_surgery,26,school health check,Bangalore Health Center
2025-04-06,Emergency_appointment,18,pandemic wave,Delhi General Hospital
2025-04-06,Emergency_surgery,18,unknown,Bangalore Health Center
2025-04-06,Dermatology_appointment,14,routine,Kolkata Medical Hub
2025-04-06,Dermatology_surgery,16,skin camp,Chennai City Clinic
2025-04-06,ICU_appointment,15,winter spike,Delhi General Hospital
2025-04-06,ICU_surgery,18,respiratory issues,Mumbai Trauma Center
2025-04-13,Ortho_appointment,25,camp,Kolkata Medical Hub
2025-04-13,Ortho_surgery,31,routine checkup,Bangalore Health Center
2025-04-13,Pediatrics_appointment,30,routine,Delhi General Hospital
2025-04-13,Pediatrics_surgery,23,routine,Mumbai Trauma Center
2025-04-13,Emergency_appointment,18,accident,Kolkata Medical Hub
2025-04-13,Emergency_surgery,23,pandemic wave,Delhi General Hospital
2025-04-13,Dermatology_appointment,27,rash outbreak,Chennai City Clinic
2025-04-13,Dermatology_surgery,20,skin camp,Bangalore Health Center
2025-04-13,ICU_appointment,30,winter spike,Bangalore Health Center
2025-04-13,ICU_surgery,32,winter spike,Bangalore Health Center
2025-04-20,Ortho_appointment,34,routine checkup,Kolkata Medical Hub
2025-04-20,Ortho_surgery,21,routine checkup,Delhi General Hospital
2025-04-20,Pediatrics_appointment,20,camp,Bangalore Health Center
2025-04-20,Pediatrics_surgery,17,flu season,Delhi General Hospital
2025-04-20,Emergency_appointment,34,fire outbreak,Chennai City Clinic
2025-04-20,Emergency_surgery,24,accident,Mumbai Trauma Center
2025-04-20,Dermatology_appointment,29,rash outbreak,Bangalore Health Center
2025-04-20,Dermatology_surgery,25,rash outbreak,Delhi General Hospital
2025-04-20,ICU_appointment,30,heat wave,Mumbai Trauma Center
2025-04-20,ICU_surgery,17,flu season,Delhi General Hospital
2025-04-27,Ortho_appointment,21,camp,Delhi General Hospital
2025-04-27,Ortho_surgery,28,knee surgery season,Chennai City Clinic
2025-04-27,Pediatrics_appointment,28,flu season,Chennai City Clinic
2025-04-27,Pediatrics_surgery,27,flu season,Bangalore Health Center
2025-04-27,Emergency_appointment,34,unknown,Delhi General Hospital
2025-04-27,Emergency_surgery,28,pandemic wave,Delhi General Hospital
2025-04-27,Dermatology_appointment,26,skin camp,Chennai City Clinic
2025-04-27,Dermatology_surgery,10,rash outbreak,Delhi General Hospital
2025-04-27,ICU_appointment,29,flu season,Kolkata Medical Hub
2025-04-27,ICU_surgery,9,respiratory issues,Bangalore Health Center
